,0,1
1689241024742,"{'rnti': '006e', 'dlBytes': 94888959, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28193560, 'ulMcs': 6, 'ulBler': 0.198509, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.5, 'sinr': 9.0, 'rsrp': -116, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 10.5}","{'rnti': 'fb80', 'dlBytes': 57485317, 'dlMcs': 22, 'dlBler': 0.198436, 'ulBytes': 2008713, 'ulMcs': 3, 'ulBler': 0.423445, 'ri': 1, 'pmi': '(0,0)', 'phr': 41, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.0, 'rsrp': -109, 'rssi': 73.4, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 16.0}"
1689241025742,"{'rnti': '006e', 'dlBytes': 94890906, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28195082, 'ulMcs': 6, 'ulBler': 0.207726, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 14.0, 'rsrp': -111, 'rssi': 77.9, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 20.0}","{'rnti': 'fb80', 'dlBytes': 65601177, 'dlMcs': 15, 'dlBler': 0.163082, 'ulBytes': 2056852, 'ulMcs': 3, 'ulBler': 0.214807, 'ri': 1, 'pmi': '(0,0)', 'phr': 37, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 17.5, 'rsrp': -108, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 25.0, 'puschSnr': 9.5}"
1689241026742,"{'rnti': '006e', 'dlBytes': 94892853, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28196588, 'ulMcs': 6, 'ulBler': 0.07243, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 11.5}","{'rnti': 'fb80', 'dlBytes': 72608303, 'dlMcs': 15, 'dlBler': 0.056863, 'ulBytes': 2225579, 'ulMcs': 3, 'ulBler': 0.156335, 'ri': 1, 'pmi': '(0,0)', 'phr': 42, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 18.0, 'rsrp': -108, 'rssi': 72.4, 'cqi': 15, 'pucchSnr': 25.0, 'puschSnr': 15.0}"
1689241027742,"{'rnti': '006e', 'dlBytes': 94894800, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28198046, 'ulMcs': 6, 'ulBler': 0.025255, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.5, 'rsrp': -114, 'rssi': 78.5, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 22.0}","{'rnti': 'fb80', 'dlBytes': 80524917, 'dlMcs': 21, 'dlBler': 0.163887, 'ulBytes': 2296174, 'ulMcs': 3, 'ulBler': 0.267562, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -12.5, 'sinr': 17.5, 'rsrp': -108, 'rssi': 72.0, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 15.5}"
1689241028742,"{'rnti': '006e', 'dlBytes': 94896747, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28199387, 'ulMcs': 6, 'ulBler': 0.029467, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -115, 'rssi': 77.6, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 23.0}","{'rnti': 'fb80', 'dlBytes': 89115422, 'dlMcs': 18, 'dlBler': 0.098038, 'ulBytes': 2349964, 'ulMcs': 3, 'ulBler': 0.25265, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 19.0, 'rsrp': -107, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 13.0}"
1689241029742,"{'rnti': '006e', 'dlBytes': 94898694, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28200861, 'ulMcs': 6, 'ulBler': 0.010275, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -115, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 11.0}","{'rnti': 'fb80', 'dlBytes': 98133340, 'dlMcs': 22, 'dlBler': 0.03835, 'ulBytes': 2569170, 'ulMcs': 3, 'ulBler': 0.187738, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 18.5, 'rsrp': -108, 'rssi': 76.1, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 19.0}"
1689241030742,"{'rnti': '006e', 'dlBytes': 94900641, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28202335, 'ulMcs': 6, 'ulBler': 0.003583, 'ri': 1, 'pmi': '(0,0)', 'phr': 53, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.0, 'rsrp': -113, 'rssi': 75.4, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 18.5}","{'rnti': 'fb80', 'dlBytes': 106229871, 'dlMcs': 17, 'dlBler': 0.173106, 'ulBytes': 2763268, 'ulMcs': 3, 'ulBler': 0.109412, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 17.5, 'rsrp': -108, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 12.0}"
1689241031742,"{'rnti': '006e', 'dlBytes': 94902588, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28203809, 'ulMcs': 6, 'ulBler': 0.144296, 'ri': 1, 'pmi': '(0,0)', 'phr': 61, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.0, 'rsrp': -112, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 13.0}","{'rnti': 'fb80', 'dlBytes': 113794842, 'dlMcs': 16, 'dlBler': 0.060358, 'ulBytes': 2837655, 'ulMcs': 1, 'ulBler': 0.041879, 'ri': 1, 'pmi': '(0,0)', 'phr': 33, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 18.5, 'rsrp': -109, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 12.5}"
1689241032742,"{'rnti': '006e', 'dlBytes': 94904535, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28205283, 'ulMcs': 6, 'ulBler': 0.179055, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 14.5, 'rsrp': -111, 'rssi': 75.0, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 18.5}","{'rnti': 'fb80', 'dlBytes': 122292140, 'dlMcs': 24, 'dlBler': 0.132958, 'ulBytes': 2892001, 'ulMcs': 3, 'ulBler': 0.018454, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.5, 'rsrp': -108, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 13.0}"
1689241033742,"{'rnti': '006e', 'dlBytes': 94906482, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28206608, 'ulMcs': 6, 'ulBler': 0.22327, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 76.1, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 20.5}","{'rnti': 'fb80', 'dlBytes': 132078417, 'dlMcs': 20, 'dlBler': 0.086667, 'ulBytes': 3062755, 'ulMcs': 1, 'ulBler': 0.032816, 'ri': 1, 'pmi': '(0,0)', 'phr': 30, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 20.5, 'rsrp': -108, 'rssi': 75.0, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 17.5}"
1689241034742,"{'rnti': '006e', 'dlBytes': 94908429, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28208098, 'ulMcs': 6, 'ulBler': 0.077849, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.5, 'rsrp': -114, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 11.5}","{'rnti': 'fb80', 'dlBytes': 141116280, 'dlMcs': 22, 'dlBler': 0.176553, 'ulBytes': 3134462, 'ulMcs': 3, 'ulBler': 0.011442, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 18.5, 'rsrp': -108, 'rssi': 72.4, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 16.0}"
1689241035742,"{'rnti': '006e', 'dlBytes': 94910376, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28209556, 'ulMcs': 6, 'ulBler': 0.027144, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 75.6, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 17.5}","{'rnti': 'fb80', 'dlBytes': 151037775, 'dlMcs': 21, 'dlBler': 0.062607, 'ulBytes': 3205577, 'ulMcs': 1, 'ulBler': 0.009426, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.5, 'rsrp': -108, 'rssi': 77.1, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 16.0}"
1689241036742,"{'rnti': '006e', 'dlBytes': 94912323, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28211046, 'ulMcs': 6, 'ulBler': 0.009465, 'ri': 1, 'pmi': '(0,0)', 'phr': 53, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 13.0}","{'rnti': 'fb80', 'dlBytes': 161185506, 'dlMcs': 23, 'dlBler': 0.057403, 'ulBytes': 3278749, 'ulMcs': 3, 'ulBler': 0.00932, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.5, 'rsrp': -108, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 11.0}"
1689241037742,"{'rnti': '006e', 'dlBytes': 94914270, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28212371, 'ulMcs': 6, 'ulBler': 0.0033, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -114, 'rssi': 73.4, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 17.0}","{'rnti': 'fb80', 'dlBytes': 170324100, 'dlMcs': 20, 'dlBler': 0.098981, 'ulBytes': 3355250, 'ulMcs': 3, 'ulBler': 0.038517, 'ri': 1, 'pmi': '(0,0)', 'phr': 40, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.5, 'rsrp': -108, 'rssi': 65.0, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 9.0}"
1689241038742,"{'rnti': '006e', 'dlBytes': 94916217, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28213845, 'ulMcs': 6, 'ulBler': 0.145299, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.0, 'rsrp': -115, 'rssi': 76.3, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 19.0}","{'rnti': 'fb80', 'dlBytes': 180368096, 'dlMcs': 24, 'dlBler': 0.034512, 'ulBytes': 3426650, 'ulMcs': 2, 'ulBler': 0.046326, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.0, 'rsrp': -109, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 13.0}"
1689241039742,"{'rnti': '006e', 'dlBytes': 94918075, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28215319, 'ulMcs': 6, 'ulBler': 0.050663, 'ri': 1, 'pmi': '(0,0)', 'phr': 53, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.0, 'rsrp': -115, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 11.5}","{'rnti': 'fb80', 'dlBytes': 188789682, 'dlMcs': 17, 'dlBler': 0.151851, 'ulBytes': 3497998, 'ulMcs': 2, 'ulBler': 0.065675, 'ri': 1, 'pmi': '(0,0)', 'phr': 41, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 20.5, 'rsrp': -106, 'rssi': 66.7, 'cqi': 15, 'pucchSnr': 11.0, 'puschSnr': 10.0}"
1689241040742,"{'rnti': '006e', 'dlBytes': 94920022, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28216793, 'ulMcs': 6, 'ulBler': 0.017665, 'ri': 1, 'pmi': '(0,0)', 'phr': 59, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.5, 'rsrp': -113, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 13.0}","{'rnti': 'fb80', 'dlBytes': 196904830, 'dlMcs': 17, 'dlBler': 0.054724, 'ulBytes': 3571623, 'ulMcs': 1, 'ulBler': 0.041796, 'ri': 1, 'pmi': '(0,0)', 'phr': 33, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 19.5, 'rsrp': -106, 'rssi': 79.3, 'cqi': 15, 'pucchSnr': 26.0, 'puschSnr': 23.0}"
1689241041742,"{'rnti': '006e', 'dlBytes': 94921791, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28218267, 'ulMcs': 6, 'ulBler': 0.110511, 'ri': 1, 'pmi': '(0,0)', 'phr': 53, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.5, 'rsrp': -112, 'rssi': 66.7, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 9.5}","{'rnti': 'fb80', 'dlBytes': 205665624, 'dlMcs': 21, 'dlBler': 0.113947, 'ulBytes': 3639365, 'ulMcs': 3, 'ulBler': 0.020334, 'ri': 1, 'pmi': '(0,0)', 'phr': 44, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 18.5, 'rsrp': -107, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 11.5}"
1689241042742,"{'rnti': '006e', 'dlBytes': 94923738, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28219741, 'ulMcs': 6, 'ulBler': 0.038533, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 75.6, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 19.0}","{'rnti': 'fb80', 'dlBytes': 214948285, 'dlMcs': 23, 'dlBler': 0.119096, 'ulBytes': 3693168, 'ulMcs': 1, 'ulBler': 0.022277, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 19.0, 'rsrp': -107, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 12.0}"
1689241043742,"{'rnti': '006e', 'dlBytes': 94925685, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28221066, 'ulMcs': 6, 'ulBler': 0.014928, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 75.8, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 19.5}","{'rnti': 'fb80', 'dlBytes': 224608400, 'dlMcs': 20, 'dlBler': 0.07277, 'ulBytes': 3810684, 'ulMcs': 3, 'ulBler': 0.016536, 'ri': 1, 'pmi': '(0,0)', 'phr': 42, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 18.5, 'rsrp': -108, 'rssi': 76.1, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 19.5}"
1689241044742,"{'rnti': '006e', 'dlBytes': 94927543, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28222556, 'ulMcs': 6, 'ulBler': 0.005205, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 11.5}","{'rnti': 'fb80', 'dlBytes': 233480753, 'dlMcs': 21, 'dlBler': 0.166156, 'ulBytes': 3863567, 'ulMcs': 1, 'ulBler': 0.005766, 'ri': 1, 'pmi': '(0,0)', 'phr': 35, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 18.5, 'rsrp': -108, 'rssi': 71.0, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 14.0}"
1689241045742,"{'rnti': '006e', 'dlBytes': 94929401, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28224014, 'ulMcs': 6, 'ulBler': 0.001815, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 75.6, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 19.0}","{'rnti': 'fb80', 'dlBytes': 240783907, 'dlMcs': 15, 'dlBler': 0.101876, 'ulBytes': 3929347, 'ulMcs': 2, 'ulBler': 0.039013, 'ri': 1, 'pmi': '(0,0)', 'phr': 37, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.5, 'rsrp': -108, 'rssi': 74.0, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 15.5}"
1689241046742,"{'rnti': '006e', 'dlBytes': 94931259, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28225504, 'ulMcs': 6, 'ulBler': 0.000633, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -115, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 247717931, 'dlMcs': 16, 'dlBler': 0.04519, 'ulBytes': 4137327, 'ulMcs': 3, 'ulBler': 0.155047, 'ri': 1, 'pmi': '(0,0)', 'phr': 42, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 17.5, 'rsrp': -109, 'rssi': 75.6, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 19.5}"
1689241047742,"{'rnti': '006e', 'dlBytes': 94933028, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28226962, 'ulMcs': 6, 'ulBler': 0.100221, 'ri': 1, 'pmi': '(0,0)', 'phr': 53, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -114, 'rssi': 73.7, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 16.5}","{'rnti': 'fb80', 'dlBytes': 254550481, 'dlMcs': 15, 'dlBler': 0.178922, 'ulBytes': 4201090, 'ulMcs': 3, 'ulBler': 0.11798, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 20, 'rsrq': -12.5, 'sinr': 11.0, 'rsrp': -113, 'rssi': 80.1, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 12.0}"
1689241048742,"{'rnti': '006e', 'dlBytes': 94934975, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28228303, 'ulMcs': 6, 'ulBler': 0.038828, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 14.5, 'rsrp': -112, 'rssi': 78.4, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 23.0}","{'rnti': 'fb80', 'dlBytes': 256811133, 'dlMcs': 13, 'dlBler': 0.067593, 'ulBytes': 4589028, 'ulMcs': 3, 'ulBler': 0.056891, 'ri': 1, 'pmi': '(0,0)', 'phr': 34, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 16.5, 'rsrp': -111, 'rssi': 76.1, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 18.5}"
1689241049742,"{'rnti': '006e', 'dlBytes': 94936922, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28229777, 'ulMcs': 6, 'ulBler': 0.124538, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.0, 'rsrp': -113, 'rssi': 71.5, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 16.0}","{'rnti': 'fb80', 'dlBytes': 256870466, 'dlMcs': 16, 'dlBler': 0.105581, 'ulBytes': 4718096, 'ulMcs': 3, 'ulBler': 0.037236, 'ri': 1, 'pmi': '(0,0)', 'phr': 30, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 12.5, 'rsrp': -114, 'rssi': 78.9, 'cqi': 15, 'pucchSnr': 12.0, 'puschSnr': 23.5}"
1689241050742,"{'rnti': '006e', 'dlBytes': 94938869, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28231251, 'ulMcs': 6, 'ulBler': 0.073424, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.5, 'rsrp': -114, 'rssi': 74.0, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 18.5}","{'rnti': 'fb80', 'dlBytes': 256937535, 'dlMcs': 16, 'dlBler': 0.055491, 'ulBytes': 4854867, 'ulMcs': 3, 'ulBler': 0.038326, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 17.0, 'rsrp': -111, 'rssi': 75.2, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 17.5}"
1689241051742,"{'rnti': '006e', 'dlBytes': 94940816, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28232725, 'ulMcs': 6, 'ulBler': 0.185624, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 13.0}","{'rnti': 'fb80', 'dlBytes': 257004978, 'dlMcs': 21, 'dlBler': 0.232866, 'ulBytes': 4991386, 'ulMcs': 1, 'ulBler': 0.02859, 'ri': 1, 'pmi': '(0,0)', 'phr': 41, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 20.5, 'rsrp': -107, 'rssi': 71.0, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 14.5}"
1689241052742,"{'rnti': '006e', 'dlBytes': 94942763, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28234199, 'ulMcs': 6, 'ulBler': 0.112553, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -115, 'rssi': 76.6, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 19.0}","{'rnti': 'fb80', 'dlBytes': 257086651, 'dlMcs': 17, 'dlBler': 0.084327, 'ulBytes': 5551507, 'ulMcs': 1, 'ulBler': 0.045512, 'ri': 1, 'pmi': '(0,0)', 'phr': 41, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 17.0, 'rsrp': -109, 'rssi': 74.0, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 18.0}"
1689241053742,"{'rnti': '006e', 'dlBytes': 94944710, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28235524, 'ulMcs': 6, 'ulBler': 0.102654, 'ri': 1, 'pmi': '(0,0)', 'phr': 55, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.0, 'rsrp': -114, 'rssi': 66.7, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 10.0}","{'rnti': 'fb80', 'dlBytes': 257212716, 'dlMcs': 22, 'dlBler': 0.033939, 'ulBytes': 6685638, 'ulMcs': 3, 'ulBler': 0.099352, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 21.5, 'rsrp': -107, 'rssi': 72.4, 'cqi': 15, 'pucchSnr': 14.0, 'puschSnr': 17.0}"
1689241054742,"{'rnti': '006e', 'dlBytes': 94946657, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28237014, 'ulMcs': 6, 'ulBler': 0.074535, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -115, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 11.0}","{'rnti': 'fb80', 'dlBytes': 257353326, 'dlMcs': 17, 'dlBler': 0.102552, 'ulBytes': 7987658, 'ulMcs': 3, 'ulBler': 0.076193, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 18.0, 'rsrp': -108, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 14.5}"
1689241055742,"{'rnti': '006e', 'dlBytes': 94948604, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28238472, 'ulMcs': 6, 'ulBler': 0.107152, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.0, 'rsrp': -114, 'rssi': 78.2, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 21.0}","{'rnti': 'fb80', 'dlBytes': 257485773, 'dlMcs': 20, 'dlBler': 0.107576, 'ulBytes': 9295092, 'ulMcs': 3, 'ulBler': 0.063154, 'ri': 1, 'pmi': '(0,0)', 'phr': 44, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 18.5, 'rsrp': -109, 'rssi': 72.7, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 12.0}"
1689241056742,"{'rnti': '006e', 'dlBytes': 94950462, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28239962, 'ulMcs': 6, 'ulBler': 0.037362, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -114, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 257612121, 'dlMcs': 12, 'dlBler': 0.324031, 'ulBytes': 10593519, 'ulMcs': 3, 'ulBler': 0.060359, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.0, 'rsrp': -113, 'rssi': 71.5, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 11.0}"
