,0,1
1689240991742,"{'rnti': '006e', 'dlBytes': 94825152, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28146360, 'ulMcs': 6, 'ulBler': 0.00053, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 9.5, 'rsrp': -115, 'rssi': 76.3, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 19.5}","{'rnti': 'fb80', 'dlBytes': 8211, 'dlMcs': 9, 'dlBler': 0.106461, 'ulBytes': 237836, 'ulMcs': 6, 'ulBler': 0.114823, 'ri': 1, 'pmi': '(0,0)', 'phr': 59, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 13.5, 'rsrp': -112, 'rssi': 65.0, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 8.5}"
1689240992742,"{'rnti': '006e', 'dlBytes': 94827099, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28147685, 'ulMcs': 6, 'ulBler': 0.000205, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.5, 'sinr': 9.0, 'rsrp': -116, 'rssi': 75.8, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 18.5}","{'rnti': 'fb80', 'dlBytes': 9966, 'dlMcs': 6, 'dlBler': 0.075863, 'ulBytes': 239145, 'ulMcs': 6, 'ulBler': 0.087531, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 20, 'rsrq': -13.0, 'sinr': 8.5, 'rsrp': -116, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 11.5}"
1689240993742,"{'rnti': '006e', 'dlBytes': 94829046, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28149175, 'ulMcs': 6, 'ulBler': 0.027072, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 9.5, 'rsrp': -116, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 12.5}","{'rnti': 'fb80', 'dlBytes': 11649, 'dlMcs': 6, 'dlBler': 0.026452, 'ulBytes': 240667, 'ulMcs': 6, 'ulBler': 0.03052, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 20, 'rsrq': -13.0, 'sinr': 9.5, 'rsrp': -116, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 11.5}"
1689240994742,"{'rnti': '006e', 'dlBytes': 94830993, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28150633, 'ulMcs': 6, 'ulBler': 0.009439, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.0, 'rsrp': -115, 'rssi': 75.9, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 20.0}","{'rnti': 'fb80', 'dlBytes': 415922, 'dlMcs': 11, 'dlBler': 0.010456, 'ulBytes': 278403, 'ulMcs': 2, 'ulBler': 0.013326, 'ri': 1, 'pmi': '(0,0)', 'phr': 40, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 10.0, 'rsrp': -115, 'rssi': 72.0, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 9.5}"
1689240995742,"{'rnti': '006e', 'dlBytes': 94832940, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28152123, 'ulMcs': 6, 'ulBler': 0.003291, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 9.5, 'rsrp': -115, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 11.0}","{'rnti': 'fb80', 'dlBytes': 963560, 'dlMcs': 14, 'dlBler': 0.187731, 'ulBytes': 401774, 'ulMcs': 0, 'ulBler': 0.044257, 'ri': 1, 'pmi': '(0,0)', 'phr': 28, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 9.5, 'rsrp': -115, 'rssi': 77.6, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 19.5}"
1689240996742,"{'rnti': '006e', 'dlBytes': 94834887, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28153581, 'ulMcs': 6, 'ulBler': 0.150197, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.5, 'rsrp': -112, 'rssi': 76.7, 'cqi': 15, 'pucchSnr': 16.0, 'puschSnr': 19.5}","{'rnti': 'fb80', 'dlBytes': 1996361, 'dlMcs': 8, 'dlBler': 0.102458, 'ulBytes': 464357, 'ulMcs': 1, 'ulBler': 0.034068, 'ri': 1, 'pmi': '(0,0)', 'phr': 32, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.0, 'rsrp': -113, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 11.5}"
1689240997742,"{'rnti': '006e', 'dlBytes': 94836834, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28154922, 'ulMcs': 6, 'ulBler': 0.058189, 'ri': 1, 'pmi': '(0,0)', 'phr': 49, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.5, 'rsrp': -112, 'rssi': 75.0, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 18.0}","{'rnti': 'fb80', 'dlBytes': 2083748, 'dlMcs': 8, 'dlBler': 0.068736, 'ulBytes': 524316, 'ulMcs': 3, 'ulBler': 0.264514, 'ri': 1, 'pmi': '(0,0)', 'phr': 42, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.0, 'rsrp': -113, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 12.5}"
1689240998742,"{'rnti': '006e', 'dlBytes': 94838781, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28155981, 'ulMcs': 6, 'ulBler': 0.351992, 'ri': 1, 'pmi': '(0,0)', 'phr': 41, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.0, 'rsrp': -114, 'rssi': 74.0, 'cqi': 15, 'pucchSnr': 25.0, 'puschSnr': 17.5}","{'rnti': 'fb80', 'dlBytes': 2175315, 'dlMcs': 9, 'dlBler': 0.049364, 'ulBytes': 654360, 'ulMcs': 3, 'ulBler': 0.435148, 'ri': 1, 'pmi': '(0,0)', 'phr': 32, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.5, 'rsrp': -112, 'rssi': 79.9, 'cqi': 15, 'pucchSnr': 28.0, 'puschSnr': 21.5}"
1689240999742,"{'rnti': '006e', 'dlBytes': 94840728, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28157455, 'ulMcs': 6, 'ulBler': 0.175876, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 77.4, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 20.5}","{'rnti': 'fb80', 'dlBytes': 2295045, 'dlMcs': 14, 'dlBler': 0.185612, 'ulBytes': 946123, 'ulMcs': 3, 'ulBler': 0.161125, 'ri': 1, 'pmi': '(0,0)', 'phr': 42, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 14.0, 'rsrp': -112, 'rssi': 73.1, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 16.0}"
1689241000742,"{'rnti': '006e', 'dlBytes': 94842675, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28158929, 'ulMcs': 6, 'ulBler': 0.280834, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 14.5, 'rsrp': -111, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 12.5}","{'rnti': 'fb80', 'dlBytes': 2422931, 'dlMcs': 6, 'dlBler': 0.198904, 'ulBytes': 1115135, 'ulMcs': 3, 'ulBler': 0.083095, 'ri': 1, 'pmi': '(0,0)', 'phr': 32, 'pcmax': 20, 'rsrq': -12.5, 'sinr': 7.0, 'rsrp': -117, 'rssi': 71.0, 'cqi': 15, 'pucchSnr': 16.0, 'puschSnr': 13.5}"
1689241001742,"{'rnti': '006e', 'dlBytes': 94844622, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28160403, 'ulMcs': 6, 'ulBler': 0.136663, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.5, 'rsrp': -112, 'rssi': 76.6, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 20.5}","{'rnti': 'fb80', 'dlBytes': 2443685, 'dlMcs': 6, 'dlBler': 0.083751, 'ulBytes': 1125899, 'ulMcs': 3, 'ulBler': 0.291844, 'ri': 1, 'pmi': '(0,0)', 'phr': 31, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 13.5, 'rsrp': -114, 'rssi': 75.2, 'cqi': 15, 'pucchSnr': 26.0, 'puschSnr': 18.5}"
1689241002742,"{'rnti': '006e', 'dlBytes': 94846569, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28161728, 'ulMcs': 6, 'ulBler': 0.052946, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 76.3, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 19.0}","{'rnti': 'fb80', 'dlBytes': 2452294, 'dlMcs': 8, 'dlBler': 0.029202, 'ulBytes': 1318566, 'ulMcs': 3, 'ulBler': 0.256982, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 16.5, 'rsrp': -111, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 11.0}"
1689241003742,"{'rnti': '006e', 'dlBytes': 94848516, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28163218, 'ulMcs': 6, 'ulBler': 0.018461, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.0, 'rsrp': -114, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 2457537, 'dlMcs': 8, 'dlBler': 0.010182, 'ulBytes': 1322049, 'ulMcs': 3, 'ulBler': 0.117622, 'ri': 1, 'pmi': '(0,0)', 'phr': 40, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 15.0, 'rsrp': -111, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 12.5}"
1689241004742,"{'rnti': '006e', 'dlBytes': 94850463, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28164676, 'ulMcs': 6, 'ulBler': 0.006437, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -115, 'rssi': 74.5, 'cqi': 15, 'pucchSnr': 18.0, 'puschSnr': 17.0}","{'rnti': 'fb80', 'dlBytes': 2460351, 'dlMcs': 8, 'dlBler': 0.00355, 'ulBytes': 1323132, 'ulMcs': 3, 'ulBler': 0.041012, 'ri': 1, 'pmi': '(0,0)', 'phr': 40, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 13.0, 'rsrp': -113, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 13.0}"
1689241005742,"{'rnti': '006e', 'dlBytes': 94852410, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28166166, 'ulMcs': 6, 'ulBler': 0.067854, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.0, 'rsrp': -115, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 11.5}","{'rnti': 'fb80', 'dlBytes': 2462763, 'dlMcs': 8, 'dlBler': 0.001238, 'ulBytes': 1323641, 'ulMcs': 0, 'ulBler': 0.015889, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 13.0}"
1689241006742,"{'rnti': '006e', 'dlBytes': 94854357, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28167624, 'ulMcs': 6, 'ulBler': 0.082708, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.0, 'rsrp': -115, 'rssi': 74.0, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 16.5}","{'rnti': 'fb80', 'dlBytes': 2464974, 'dlMcs': 8, 'dlBler': 0.000432, 'ulBytes': 1323891, 'ulMcs': 0, 'ulBler': 0.006156, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.0, 'rsrp': -113, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 12.5}"
1689241007742,"{'rnti': '006e', 'dlBytes': 94856304, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28168965, 'ulMcs': 6, 'ulBler': 0.032043, 'ri': 1, 'pmi': '(0,0)', 'phr': 41, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.0, 'rsrp': -115, 'rssi': 72.0, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 14.5}","{'rnti': 'fb80', 'dlBytes': 2471482, 'dlMcs': 8, 'dlBler': 0.000151, 'ulBytes': 1328209, 'ulMcs': 3, 'ulBler': 0.002146, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.0, 'rsrp': -113, 'rssi': 73.1, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 16.0}"
1689241008742,"{'rnti': '006e', 'dlBytes': 94858251, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28170439, 'ulMcs': 6, 'ulBler': 0.011173, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 2481152, 'dlMcs': 8, 'dlBler': 0.090052, 'ulBytes': 1330547, 'ulMcs': 1, 'ulBler': 0.202982, 'ri': 1, 'pmi': '(0,0)', 'phr': 42, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.5, 'rsrp': -113, 'rssi': 65.0, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 7.5}"
1689241009742,"{'rnti': '006e', 'dlBytes': 94860198, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28171913, 'ulMcs': 6, 'ulBler': 0.003896, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 71.0, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 13.0}","{'rnti': 'fb80', 'dlBytes': 2483363, 'dlMcs': 8, 'dlBler': 0.104299, 'ulBytes': 1330896, 'ulMcs': 1, 'ulBler': 0.109517, 'ri': 1, 'pmi': '(0,0)', 'phr': 30, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 13.5, 'rsrp': -112, 'rssi': 71.0, 'cqi': 15, 'pucchSnr': 27.0, 'puschSnr': 14.0}"
1689241010742,"{'rnti': '006e', 'dlBytes': 94862145, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28173387, 'ulMcs': 6, 'ulBler': 0.001358, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 2485574, 'dlMcs': 8, 'dlBler': 0.036367, 'ulBytes': 1331252, 'ulMcs': 1, 'ulBler': 0.13916, 'ri': 1, 'pmi': '(0,0)', 'phr': 34, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 14.5, 'rsrp': -111, 'rssi': 78.7, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 21.5}"
1689241011742,"{'rnti': '006e', 'dlBytes': 94864092, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28174861, 'ulMcs': 6, 'ulBler': 0.000474, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 70.4, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 2497569, 'dlMcs': 9, 'dlBler': 0.01268, 'ulBytes': 1339862, 'ulMcs': 1, 'ulBler': 0.053913, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.0, 'sinr': 19.5, 'rsrp': -108, 'rssi': 77.3, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 20.0}"
1689241012742,"{'rnti': '006e', 'dlBytes': 94865862, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28176271, 'ulMcs': 6, 'ulBler': 0.000165, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 75.6, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 18.5}","{'rnti': 'fb80', 'dlBytes': 2501369, 'dlMcs': 9, 'dlBler': 0.004421, 'ulBytes': 1340632, 'ulMcs': 1, 'ulBler': 0.025787, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 17.0, 'rsrp': -111, 'rssi': 72.0, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 14.5}"
1689241013742,"{'rnti': '006e', 'dlBytes': 94867809, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28177596, 'ulMcs': 6, 'ulBler': 6.4e-05, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 73.1, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 16.5}","{'rnti': 'fb80', 'dlBytes': 2505169, 'dlMcs': 9, 'dlBler': 0.001542, 'ulBytes': 1341511, 'ulMcs': 2, 'ulBler': 0.0111, 'ri': 1, 'pmi': '(0,0)', 'phr': 35, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 14.5, 'rsrp': -111, 'rssi': 71.0, 'cqi': 15, 'pucchSnr': 17.0, 'puschSnr': 14.0}"
1689241014742,"{'rnti': '006e', 'dlBytes': 94869756, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28179086, 'ulMcs': 6, 'ulBler': 2.2e-05, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.5, 'rsrp': -112, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 13.0}","{'rnti': 'fb80', 'dlBytes': 2509075, 'dlMcs': 9, 'dlBler': 0.000538, 'ulBytes': 1342708, 'ulMcs': 3, 'ulBler': 0.01275, 'ri': 1, 'pmi': '(0,0)', 'phr': 40, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 13.0, 'rsrp': -112, 'rssi': 71.0, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 13.0}"
1689241015742,"{'rnti': '006e', 'dlBytes': 94871703, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28180544, 'ulMcs': 6, 'ulBler': 8e-06, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.5, 'rsrp': -113, 'rssi': 74.3, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 17.5}","{'rnti': 'fb80', 'dlBytes': 2518471, 'dlMcs': 9, 'dlBler': 0.077007, 'ulBytes': 1345048, 'ulMcs': 3, 'ulBler': 0.20286, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 16.5, 'rsrp': -111, 'rssi': 79.3, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 21.5}"
1689241016742,"{'rnti': '006e', 'dlBytes': 94873650, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28182034, 'ulMcs': 6, 'ulBler': 3e-06, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 13.5, 'rsrp': -112, 'rssi': 68.9, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 3146046, 'dlMcs': 15, 'dlBler': 0.026851, 'ulBytes': 1424868, 'ulMcs': 3, 'ulBler': 0.109519, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.0, 'rsrp': -112, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 12.0}"
1689241017742,"{'rnti': '006e', 'dlBytes': 94875597, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28183492, 'ulMcs': 6, 'ulBler': 1e-06, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -113, 'rssi': 75.0, 'cqi': 15, 'pucchSnr': 19.0, 'puschSnr': 17.5}","{'rnti': 'fb80', 'dlBytes': 9497075, 'dlMcs': 15, 'dlBler': 0.112562, 'ulBytes': 1488643, 'ulMcs': 3, 'ulBler': 0.084334, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 11.0, 'rsrp': -113, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 10.5}"
1689241018742,"{'rnti': '006e', 'dlBytes': 94877544, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28184833, 'ulMcs': 6, 'ulBler': 0.0, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.5, 'rsrp': -112, 'rssi': 76.1, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 20.5}","{'rnti': 'fb80', 'dlBytes': 16528565, 'dlMcs': 18, 'dlBler': 0.039248, 'ulBytes': 1569003, 'ulMcs': 3, 'ulBler': 0.072223, 'ri': 1, 'pmi': '(0,0)', 'phr': 38, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 11.5, 'rsrp': -113, 'rssi': 77.4, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 7.5}"
1689241019742,"{'rnti': '006e', 'dlBytes': 94879491, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28186307, 'ulMcs': 6, 'ulBler': 0.0, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.5, 'rsrp': -113, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 22.0, 'puschSnr': 10.5}","{'rnti': 'fb80', 'dlBytes': 23989205, 'dlMcs': 17, 'dlBler': 0.088782, 'ulBytes': 1631182, 'ulMcs': 1, 'ulBler': 0.038359, 'ri': 1, 'pmi': '(0,0)', 'phr': 36, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.0, 'rsrp': -112, 'rssi': 74.7, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 17.0}"
1689241020742,"{'rnti': '006e', 'dlBytes': 94881349, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28187781, 'ulMcs': 6, 'ulBler': 0.081, 'ri': 1, 'pmi': '(0,0)', 'phr': 47, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 12.0, 'rsrp': -113, 'rssi': 73.1, 'cqi': 15, 'pucchSnr': 16.0, 'puschSnr': 16.5}","{'rnti': 'fb80', 'dlBytes': 30743370, 'dlMcs': 17, 'dlBler': 0.289503, 'ulBytes': 1688104, 'ulMcs': 3, 'ulBler': 0.033823, 'ri': 1, 'pmi': '(0,0)', 'phr': 39, 'pcmax': 20, 'rsrq': -11.5, 'sinr': 12.5, 'rsrp': -112, 'rssi': 72.7, 'cqi': 15, 'pucchSnr': 20.0, 'puschSnr': 15.5}"
1689241021742,"{'rnti': '006e', 'dlBytes': 94883296, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28189255, 'ulMcs': 6, 'ulBler': 0.028243, 'ri': 1, 'pmi': '(0,0)', 'phr': 51, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.5, 'rsrp': -115, 'rssi': 68.0, 'cqi': 15, 'pucchSnr': 23.0, 'puschSnr': 12.0}","{'rnti': 'fb80', 'dlBytes': 36413298, 'dlMcs': 10, 'dlBler': 0.12058, 'ulBytes': 1788836, 'ulMcs': 3, 'ulBler': 0.087607, 'ri': 1, 'pmi': '(0,0)', 'phr': 43, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 10.5, 'rsrp': -114, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 12.5}"
1689241022742,"{'rnti': '006e', 'dlBytes': 94885243, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28190729, 'ulMcs': 6, 'ulBler': 0.062992, 'ri': 1, 'pmi': '(0,0)', 'phr': 53, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 11.0, 'rsrp': -114, 'rssi': 79.7, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 23.0}","{'rnti': 'fb80', 'dlBytes': 41086871, 'dlMcs': 12, 'dlBler': 0.042044, 'ulBytes': 1864995, 'ulMcs': 3, 'ulBler': 0.154855, 'ri': 1, 'pmi': '(0,0)', 'phr': 45, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 15.0, 'rsrp': -112, 'rssi': 69.7, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 14.0}"
1689241023742,"{'rnti': '006e', 'dlBytes': 94887101, 'dlMcs': 7, 'dlBler': 0.0, 'ulBytes': 28192054, 'ulMcs': 6, 'ulBler': 0.024404, 'ri': 1, 'pmi': '(0,0)', 'phr': 53, 'pcmax': 22, 'rsrq': -11.0, 'sinr': 10.0, 'rsrp': -115, 'rssi': 76.3, 'cqi': 15, 'pucchSnr': 21.0, 'puschSnr': 20.0}","{'rnti': 'fb80', 'dlBytes': 48516721, 'dlMcs': 20, 'dlBler': 0.091722, 'ulBytes': 1936951, 'ulMcs': 3, 'ulBler': 0.350367, 'ri': 1, 'pmi': '(0,0)', 'phr': 44, 'pcmax': 20, 'rsrq': -12.0, 'sinr': 17.5, 'rsrp': -108, 'rssi': 75.9, 'cqi': 15, 'pucchSnr': 24.0, 'puschSnr': 11.5}"
